city,state_name,county_name
Gresham,Nebraska,York
Lodge Pole,Montana,Blaine
Cottageville,West Virginia,Jackson
Marquette,Nebraska,Hamilton
Bethune,Colorado,Kit Carson
Buckner,Arkansas,Lafayette
Bloomington,Idaho,Bear Lake
East Poultney,Vermont,Rutland
Orchard,Texas,Fort Bend
Marty,South Dakota,Charles Mix
East Hope,Idaho,Bonner
Jamison City,Pennsylvania,Columbia
Glen Richey,Pennsylvania,Clearfield
Raemon,North Carolina,Robeson
Olmsted,Illinois,Pulaski
Lisbon,Louisiana,Claiborne
Halifax,North Carolina,Halifax
Wall Lake,Indiana,LaGrange
Montezuma Creek,Utah,San Juan
Peterson,Minnesota,Fillmore
Upper Stewartsville,New Jersey,Warren
Woodland Hills,Nebraska,Otoe
St. Peter,Illinois,Fayette
Malden-on-Hudson,New York,Ulster
Hull,Georgia,Madison
St. Petersburg,Pennsylvania,Clarion
Harperville,Mississippi,Scott
Plum,Texas,Fayette
Kistler,Pennsylvania,Mifflin
Roaring Springs,Texas,Motley
Karthaus,Pennsylvania,Clearfield
Drummond,Montana,Granite
Rewey,Wisconsin,Iowa
Brownsville,Indiana,Union
Cove Neck,New York,Nassau
Granville,Iowa,Sioux
Oakley,Michigan,Saginaw
Volga,Iowa,Clayton
Ceylon,Minnesota,Martin
Southampton Meadows,Virginia,Southampton
Eureka,Wisconsin,Winnebago
St. Mary,Missouri,Ste. Genevieve
Jamestown,Colorado,Boulder
Pauline,South Carolina,Spartanburg
Burkettsville,Ohio,Mercer
Houstonia,Missouri,Pettis
Pleasant Grove,Arkansas,Stone
Grand Marais,Michigan,Alger
Central Pacolet,South Carolina,Spartanburg
Morgan's Point,Texas,Harris
Victoria,Illinois,Knox
Norene,Tennessee,Wilson
Ida,Louisiana,Caddo
Bloomville,New York,Delaware
Pickstown,South Dakota,Charles Mix
Kelly,Wyoming,Teton
Dupont,Indiana,Jefferson
Perry,Illinois,Pike
Kaycee,Wyoming,Johnson
Donovan,Illinois,Iroquois
Downsville,New York,Delaware
Kinta,Oklahoma,Haskell
Rushville,Missouri,Buchanan
Rock River,Wyoming,Albany
Harvel,Illinois,Montgomery
Noma,Florida,Holmes
Broeck Pointe,Kentucky,Jefferson
Ivor,Virginia,Southampton
Kirkville,Iowa,Wapello
Junction City,Missouri,Madison
Pleasant Grove,Maryland,Allegany
Lewisville,Minnesota,Watonwan
Corinth,Kentucky,Grant
Savage Town,Virginia,Accomack
Burnt Ranch,California,Trinity
Henderson,Illinois,Knox
Gurley,Nebraska,Cheyenne
Scotland,Georgia,Telfair
Westby,Montana,Sheridan
San Simon,Arizona,Cochise
Fairview,West Virginia,Marion
Madrid,Alabama,Houston
Harrell,Arkansas,Calhoun
Eau Claire,Pennsylvania,Butler
Antreville,South Carolina,Abbeville
Renwick,Iowa,Humboldt
Richfield,California,Tehama
Woolsey,Georgia,Fayette
Irwin,Idaho,Bonneville
Madrid,Nebraska,Perkins
Dellroy,Ohio,Carroll
Buckingham Courthouse,Virginia,Buckingham
Mountain,Wisconsin,Oconto
Crisman,Colorado,Boulder
Coffee Springs,Alabama,Geneva
Broaddus,Texas,San Augustine
Blue Mound,Kansas,Linn
Lamont,Oklahoma,Grant
West Sullivan,Missouri,Crawford
Chelyan,West Virginia,Kanawha
Thompsons,Texas,Fort Bend
New Ringgold,Pennsylvania,Schuylkill
Stella,Missouri,Newton
Blakesburg,Iowa,Wapello
High Hill,Missouri,Montgomery
Ponderosa,New Mexico,Sandoval
New Point,Indiana,Decatur
Nason,Illinois,Jefferson
Rosalie,Nebraska,Thurston
Bryant,Illinois,Fulton
Bliss,Idaho,Gooding
Wanship,Utah,Summit
Fallston,Pennsylvania,Beaver
Catharine,Kansas,Ellis
Campton,Kentucky,Wolfe
Lava Hot Springs,Idaho,Bannock
Stickney,South Dakota,Aurora
Chemung,Illinois,McHenry
Chauncey,West Virginia,Logan
Applegate,Michigan,Sanilac
Coulter,Iowa,Franklin
Bellewood,Kentucky,Jefferson
Roswell,Ohio,Tuscarawas
Nakaibito,New Mexico,McKinley
Mize,Mississippi,Smith
Boydton,Virginia,Mecklenburg
Lake Lorraine,Wisconsin,Walworth
Wallace,West Virginia,Harrison
Ridgeway,Ohio,Logan
Fox,Arkansas,Stone
Hilltop,Georgia,Pike
Bon Air,Tennessee,White
Millhousen,Indiana,Decatur
Ebro,Florida,Washington
La Sal,Utah,San Juan
La Rosita,Texas,Starr
Maplewood Park,Ohio,Trumbull
Brimfield,Indiana,Noble
Spokane,Missouri,Christian
Philadelphia,Missouri,Marion
Toronto,Kansas,Woodson
Hinsdale,Montana,Valley
Lincoln,Michigan,Alcona
Rockland,Michigan,Ontonagon
Yankee Hill,Nebraska,Lancaster
Norwood,Louisiana,East Feliciana
Carolina,Alabama,Covington
Centerview,Missouri,Johnson
Turley,New Mexico,San Juan
Schuyler,Virginia,Nelson
Villanueva,New Mexico,San Miguel
Newtown,Indiana,Fountain
Pembine,Wisconsin,Marinette
East Rochester,Ohio,Columbiana
Downing,Wisconsin,Dunn
Alberta,Virginia,Brunswick
Stratton,Ohio,Jefferson
New Gretna,New Jersey,Burlington
Worley,Idaho,Kootenai
Hill View Heights,Wyoming,Weston
Coffman Cove,Alaska,Prince of Wales-Hyder
Wahkon,Minnesota,Mille Lacs
Wellton Hills,Arizona,Yuma
Pocahontas,Tennessee,Hardeman
Lakota,Iowa,Kossuth
Laclede,Missouri,Linn
Grand Lake Towne,Oklahoma,Mayes
Annona,Texas,Red River
Hosmer,South Dakota,Edmunds
Buckland,Ohio,Auglaize
Greenway,Arkansas,Clay
Renner Corner,South Dakota,Minnehaha
Oakville,Indiana,Delaware
Sycamore,Oklahoma,Delaware
Hamilton,Washington,Skagit
Riverview,Alabama,Escambia
Stotts City,Missouri,Lawrence
Big Creek,West Virginia,Logan
Maywood,Nebraska,Frontier
Prescott,Iowa,Adams
Marquette,Wisconsin,Green Lake
St. John,North Dakota,Rolette
Beaver Creek,Minnesota,Rock
Garden Farms,California,San Luis Obispo
Holland,Minnesota,Pipestone
Velarde,New Mexico,Rio Arriba
Mill Creek,Oklahoma,Johnston
Ronald,Washington,Kittitas
Madrid,New Mexico,Santa Fe
New Eucha,Oklahoma,Delaware
Pillow,Pennsylvania,Dauphin
Faceville,Georgia,Decatur
Freistatt,Missouri,Lawrence
Odell,Nebraska,Gage
Elmira,California,Solano
Rives,Tennessee,Obion
Lillie,Louisiana,Union
Monroe,Nebraska,Platte
Twin Rocks,Pennsylvania,Cambria
Oconee,Georgia,Washington
Gordon,Ohio,Darke
Robertsville,Ohio,Stark
Arroyo Gardens,Texas,Cameron
Twilight,Pennsylvania,Washington
Newton Hamilton,Pennsylvania,Mifflin
Raisin City,California,Fresno
No Name,Colorado,Garfield
Lower Santan Village,Arizona,Pinal
Napoleon,Indiana,Ripley
Saulsbury,Tennessee,Hardeman
Dune Acres,Indiana,Porter
Nile,Washington,Yakima
Butler,Illinois,Montgomery
Boone,Colorado,Pueblo
Maple Falls,Washington,Whatcom
Fair Oaks,Oregon,Douglas
Wellsville,Pennsylvania,York
Omer,Michigan,Arenac
Kiron,Iowa,Crawford
Joyce,Louisiana,Winn
Loganville,Wisconsin,Sauk
Coldiron,Kentucky,Harlan
Jim Falls,Wisconsin,Chippewa
Grand View-on-Hudson,New York,Rockland
Ballou,Oklahoma,Mayes
Kane,Illinois,Greene
Meadow,Utah,Millard
Markleysburg,Pennsylvania,Fayette
Glenwood,Washington,Klickitat
Fredonia,Alabama,Chambers
Mount Gretna Heights,Pennsylvania,Lebanon
Villard,Minnesota,Pope
Weogufka,Alabama,Coosa
Arona,Pennsylvania,Westmoreland
Willard,New Mexico,Torrance
Donnelly,Minnesota,Stevens
Alfred,Texas,Jim Wells
Henry,South Dakota,Codington
Nobleton,Florida,Hernando
Bakersfield,Missouri,Ozark
Jeddito,Arizona,Navajo
Medanales,New Mexico,Rio Arriba
Dunbar,Nebraska,Otoe
West Danby,New York,Tompkins
Sherando,Virginia,Augusta
Snowville,Utah,Box Elder
Schaefer Lake,Indiana,Bartholomew
Asbury,New Jersey,Warren
Kelford,North Carolina,Bertie
Pineville,Arkansas,Izard
Chula Vista,Texas,Zavala
Bristol,South Dakota,Day
Braxton,Mississippi,Simpson
Henning,Illinois,Vermilion
Laotto,Indiana,Noble
McClure,Illinois,Alexander
Wallaceton,Pennsylvania,Clearfield
Elrod,North Carolina,Robeson
Ewing,Kentucky,Fleming
Drake,North Dakota,McHenry
Hebron,Texas,Denton
White Oak,Oklahoma,Craig
Bear Lake,Michigan,Kalkaska
Kinderhook,Illinois,Pike
Scranton,Arkansas,Logan
Suissevale,New Hampshire,Carroll
Flint Hill,Virginia,Rappahannock
Lake George,Minnesota,Hubbard
Dougherty,Oklahoma,Murray
Leonard,North Dakota,Cass
Kingsbury,Indiana,LaPorte
West Point,Illinois,Hancock
Wildwood,Georgia,Dade
Canal Point,Florida,Palm Beach
Butteville,Oregon,Marion
Ruby,South Carolina,Chesterfield
Savage,Montana,Richland
Avant,Oklahoma,Osage
Chesterfield,Illinois,Macoupin
Pattonsburg,Missouri,Daviess
Oliver,Georgia,Screven
Pleasant Dale,Nebraska,Seward
Holcombe,Wisconsin,Chippewa
Cedar Grove,Indiana,Franklin
Golf,Florida,Palm Beach
Phoenicia,New York,Ulster
Watha,North Carolina,Pender
Grand Isle,Maine,Aroostook
Grainfield,Kansas,Gove
Valle Crucis,North Carolina,Watauga
Waterford,Virginia,Loudoun
Windsor,South Carolina,Aiken
Radisson,Wisconsin,Sawyer
Redford,New York,Clinton
Risco,Missouri,New Madrid
Double Spring,Nevada,Douglas
Harrison,Idaho,Kootenai
Chewton,Pennsylvania,Lawrence
Vibbard,Missouri,Ray
South Milford,Indiana,LaGrange
Pine Lakes Addition,South Dakota,Minnehaha
Christoval,Texas,Tom Green
Medon,Tennessee,Madison
Trowbridge,California,Sutter
Edwardsville,Alabama,Cleburne
Hanlontown,Iowa,Worth
Fancy Gap,Virginia,Carroll
Sylvania,Pennsylvania,Bradford
Afton,Virginia,Nelson
Axis,Alabama,Mobile
Anchor,Illinois,McLean
Pomona,Missouri,Howell
Modest Town,Virginia,Accomack
Westport,Kentucky,Oldham
Glezen,Indiana,Pike
Maalaea,Hawaii,Maui
Canadian,Oklahoma,Pittsburg
Hills and Dales,Ohio,Stark
Rocky,Oklahoma,Washita
Batavia,Wisconsin,Sheboygan
Franklin,Arkansas,Izard
Kirkpatrick,Oregon,Umatilla
Richview,Illinois,Washington
Alma,Colorado,Park
Currie,Minnesota,Murray
Medina,North Dakota,Stutsman
Anthoston,Kentucky,Henderson
Dutchtown,Missouri,Cape Girardeau
Lewisburg,Louisiana,St. Tammany
Graball,Tennessee,Sumner
Waterloo,Oregon,Linn
Cree Lake,Indiana,Noble
Bluewater,New Mexico,McKinley
Golden Valley,North Dakota,Mercer
Swanville,Minnesota,Morrison
Glendo,Wyoming,Platte
Union Center,Wisconsin,Juneau
McMullin,Virginia,Smyth
Cazenovia,Wisconsin,Richland
Jerico Springs,Missouri,Cedar
Aspen Springs,California,Mono
Kensett,Iowa,Worth
Vergas,Minnesota,Otter Tail
Blevins,Arkansas,Hempstead
Lebanon,Oklahoma,Marshall
La Ward,Texas,Jackson
Toxey,Alabama,Choctaw
Wilmont,Minnesota,Nobles
Leesville,Ohio,Carroll
Somerset,Indiana,Wabash
Harcourt,Iowa,Webster
Goodell,Iowa,Hancock
Clearwater,Nebraska,Antelope
Uehling,Nebraska,Dodge
Hardtner,Kansas,Barber
Tangier,Virginia,Accomack
Totah Vista,New Mexico,San Juan
Milton Center,Ohio,Wood
Lyon Mountain,New York,Clinton
Gladstone,North Dakota,Stark
La Yuca,Puerto Rico,Ponce
Marengo,Ohio,Morrow
Omena,Michigan,Leelanau
Oktaha,Oklahoma,Muskogee
Hazleton,Indiana,Gibson
Darbyville,Ohio,Pickaway
Ridgeway,South Carolina,Fairfield
Aquilla,Ohio,Geauga
Sunshine,Colorado,Boulder
Westpoint,Tennessee,Lawrence
Mitchellville,Arkansas,Desha
Tedrow,Ohio,Fulton
Belfry,Montana,Carbon
Navajo Dam,New Mexico,San Juan
Fort Apache,Arizona,Navajo
Moro,Arkansas,Lee
Cornwall Bridge,Connecticut,Northwest Hills
Yogaville,Virginia,Buckingham
Jeff,Kentucky,Perry
Roots,Pennsylvania,Blair
Monroe,South Dakota,Turner
Goldsmith,Indiana,Tipton
Bear Valley,California,Mariposa
Mount Hope,Wisconsin,Grant
Barryville,New York,Sullivan
Hanalei,Hawaii,Kauai
Dendron,Virginia,Surry
Middleberg,Oklahoma,Grady
Union,Nebraska,Cass
Hinkletown,Pennsylvania,Lancaster
North Bay,Wisconsin,Racine
Fingerville,South Carolina,Spartanburg
Reynoldsville,West Virginia,Harrison
Sobieski,Wisconsin,Oconto
Heath,Alabama,Covington
Raleigh,Illinois,Saline
Salisbury Center,New York,Herkimer
Campbellton,Florida,Jackson
Green Bluff,Washington,Spokane
Somerville,Indiana,Gibson
Camp Dennison,Ohio,Hamilton
Linn Grove,Indiana,Adams
Labish Village,Oregon,Marion
Evergreen,Louisiana,Avoyelles
Lydia,South Carolina,Darlington
Coffeeville,Alabama,Clarke
Bushton,Kansas,Rice
Uniopolis,Ohio,Auglaize
Alcalde,New Mexico,Rio Arriba
Lima,Montana,Beaverhead
Taylor Ridge,Illinois,Rock Island
Deferiet,New York,Jefferson
Kipton,Ohio,Lorain
Doland,South Dakota,Spink
Hartleton,Pennsylvania,Union
Magnolia,Delaware,Kent
Westcreek,Colorado,Douglas
Shamrock Lakes,Indiana,Blackford
Hiddenite,North Carolina,Alexander
Black Sands,Hawaii,Hawaii
Burlington,Wyoming,Big Horn
Bowersville,Ohio,Greene
Mount Hermon,New Jersey,Warren
Riggins,Idaho,Idaho
Hortense,Georgia,Brantley
Woodlawn,Arkansas,Cleveland
Proctor,Oklahoma,Adair
Butterfield,Texas,El Paso
Drasco,Arkansas,Cleburne
Cornish,Utah,Cache
Floydale,South Carolina,Dillon
New Effington,South Dakota,Roberts
Butler,Oklahoma,Custer
Pemberton,Minnesota,Blue Earth
Clearview Acres,Wyoming,Sweetwater
Lake Ka-Ho,Illinois,Macoupin
Cotton City,New Mexico,Hidalgo
Bowers,Pennsylvania,Berks
Marble,Colorado,Gunnison
Middletown,Illinois,Logan
Sterling,Ohio,Wayne
Newtown,Pennsylvania,Schuylkill
Benjamin,Texas,Knox
Genesee,Pennsylvania,Potter
Candlewood Lake Club,Connecticut,Western Connecticut
Arlington,Kentucky,Carlisle
Malden,Indiana,Porter
Pounding Mill,Virginia,Tazewell
Murdock,Nebraska,Cass
Centerville,Missouri,Reynolds
Santee,Nebraska,Knox
Eland,Wisconsin,Shawano
Egan,South Dakota,Moody
Lyman,Utah,Wayne
Morris Chapel,Tennessee,Hardin
Justice,West Virginia,Mingo
French Camp,Mississippi,Choctaw
Worthington Springs,Florida,Union
Almyra,Arkansas,Arkansas
Caledonia,Missouri,Washington
Anton Chico,New Mexico,Guadalupe
Eschbach,Washington,Yakima
Lower Elochoman,Washington,Wahkiakum
Cumbola,Pennsylvania,Schuylkill
Steamboat Rock,Iowa,Hardin
Centerton,Indiana,Morgan
Lake Ann,Michigan,Benzie
Kennedy,New York,Chautauqua
Oriska,North Dakota,Barnes
Cairo,Missouri,Randolph
Uniondale,Indiana,Wells
Danbury,North Carolina,Stokes
Stuckey,South Carolina,Williamsburg
Bolckow,Missouri,Andrew
Lutsen,Minnesota,Cook
Damascus,Ohio,Mahoning
Midway,Texas,Madison
Lansford,North Dakota,Bottineau
Lower Kalskag,Alaska,Bethel
Forest Hill Village,Montana,Flathead
Bellechester,Minnesota,Goodhue
Southview,Pennsylvania,Washington
Garner,Arkansas,White
Mentor,Kentucky,Campbell
Belleview,Kentucky,Boone
Burr Oak,Iowa,Winneshiek
Manchester,California,Mendocino
Collinston,Louisiana,Morehouse
Garten,West Virginia,Fayette
Fordyce,Nebraska,Cedar
Tiro,Ohio,Crawford
Quasset Lake,Connecticut,Northeastern Connecticut
Wyatt,Missouri,Mississippi
Grafton,Iowa,Worth
Delta,Alabama,Clay
Aniwa,Wisconsin,Shawano
Nauvoo,Alabama,Walker
Palmer,Illinois,Christian
Wynnedale,Indiana,Marion
Ogema,Minnesota,Becker
Sierraville,California,Sierra
Paris,Mississippi,Lafayette
Allentown,Georgia,Wilkinson
Saxis,Virginia,Accomack
Maharishi Vedic City,Iowa,Jefferson
Wenona,Georgia,Crisp
Blackwell,Texas,Nolan
Alderson,Oklahoma,Pittsburg
Parkersburg,Illinois,Richland
Washingtonville,Pennsylvania,Montour
Womelsdorf,West Virginia,Randolph
Walesboro,Indiana,Bartholomew
Moore Station,Texas,Henderson
Dwight,Nebraska,Butler
Mercersville,Maryland,Washington
Springville,Pennsylvania,Susquehanna
Middletown,Missouri,Montgomery
Oakvale,West Virginia,Mercer
Upper Kalskag,Alaska,Bethel
Dent,Minnesota,Otter Tail
Artois,California,Glenn
Western,Nebraska,Saline
Fredonia,Iowa,Louisa
Gotebo,Oklahoma,Kiowa
Kanorado,Kansas,Sherman
Neck City,Missouri,Jasper
Wind Ridge,Pennsylvania,Greene
Blue Springs,Nebraska,Gage
Rayville,Missouri,Ray
South Shore,South Dakota,Codington
Sikes,Louisiana,Winn
Chesterville,Ohio,Morrow
Kalihiwai,Hawaii,Kauai
Hancock,Iowa,Pottawattamie
Kenny Lake,Alaska,Copper River
Los Alvarez,Texas,Starr
Crystal Beach,Arizona,Mohave
Huron,Indiana,Lawrence
Owensburg,Indiana,Greene
Grenada,California,Siskiyou
Newcastle,Utah,Iron
Sproul,Pennsylvania,Blair
Linville,Virginia,Rockingham
De Tour Village,Michigan,Chippewa
Cooper Landing,Alaska,Kenai Peninsula
Rowena,Texas,Runnels
Lima,Illinois,Adams
La Minita,Texas,Starr
Edgefield,Louisiana,Red River
Sickles Corner,Pennsylvania,Blair
Turkey,Texas,Hall
Paxico,Kansas,Wabaunsee
Schlater,Mississippi,Leflore
Little Creek,Delaware,Kent
Burlington,Michigan,Calhoun
Bonita,Louisiana,Morehouse
Belleville,New York,Jefferson
Abercrombie,North Dakota,Richland
Starr,South Carolina,Anderson
Goldfield,Nevada,Esmeralda
Bear Creek,California,Merced
Briarcliff,Arkansas,Baxter
Twin Lakes,Minnesota,Mahnomen
Rehrersburg,Pennsylvania,Berks
West Point,Indiana,Tippecanoe
Granada,Minnesota,Martin
Morristown,Ohio,Belmont
Alexander,Iowa,Franklin
Mullinville,Kansas,Kiowa
Walnut,Kansas,Crawford
Luxemburg,Iowa,Dubuque
Vernon,Arizona,Apache
Cal-Nev-Ari,Nevada,Clark
Oakland,Kentucky,Warren
Fenton,Louisiana,Jefferson Davis
Dos Palos Y,California,Merced
Lumber City,Pennsylvania,Mifflin
Rapid River,Michigan,Delta
Maxwell,Nebraska,Lincoln
Opdyke West,Texas,Hockley
Trinity Village,California,Trinity
Seminary,Mississippi,Covington
Climax,Georgia,Decatur
Dunmor,Kentucky,Muhlenberg
Alpine,Oregon,Benton
Wanette,Oklahoma,Pottawatomie
Coatsburg,Illinois,Adams
Detroit,Alabama,Lamar
Mulberry,South Carolina,Sumter
Pulaski,Illinois,Pulaski
Loma Linda,Texas,San Patricio
Engelhard,North Carolina,Hyde
Bath,North Carolina,Beaufort
Cave-In-Rock,Illinois,Hardin
Pueblo Pintado,New Mexico,McKinley
Crystal Lake,Iowa,Hancock
Parnell,Iowa,Iowa
Foster,Oklahoma,Garvin
Haviland,Ohio,Paulding
Holy Cross,Alaska,Yukon-Koyukuk
Norwood,Georgia,Warren
New Holland,Illinois,Logan
Beulah,Michigan,Benzie
Ellsworth,Illinois,McLean
Indian Beach,North Carolina,Carteret
Reader,West Virginia,Wetzel
Heilwood,Pennsylvania,Indiana
Kensal,North Dakota,Stutsman
Fountain,Michigan,Mason
Schoenchen,Kansas,Ellis
Haines,Oregon,Baker
Long Point,Illinois,Livingston
Hochatown,Oklahoma,McCurtain
Waterbury Center,Vermont,Washington
Sanford,Alabama,Covington
Navarro,Texas,Navarro
Finlayson,Minnesota,Pine
Berwind,West Virginia,McDowell
Garland,Nebraska,Seward
Golconda,Nevada,Humboldt
McNabb,Illinois,Putnam
Villa Verde,Texas,Hidalgo
Losantville,Indiana,Randolph
Hager City,Wisconsin,Pierce
Otoe,Nebraska,Otoe
Montpelier,Iowa,Muscatine
McNeal,Arizona,Cochise
Garden City,Minnesota,Blue Earth
Belvoir,North Carolina,Pitt
Williamson,Iowa,Lucas
Lake Lafayette,Missouri,Lafayette
Mackville,Kentucky,Washington
Robertsdale,Pennsylvania,Huntingdon
Landisburg,Pennsylvania,Perry
New Minden,Illinois,Washington
Benedict,North Dakota,McLean
Lake Wilson,Minnesota,Murray
Starr School,Montana,Glacier
Beattie,Kansas,Marshall
Everton,Missouri,Dade
Montgomery Creek,California,Shasta
Dragoon,Arizona,Cochise
La Crosse,Florida,Alachua
Lonsdale,Arkansas,Garland
Bellmont,Illinois,Wabash
Gary,South Dakota,Deuel
Dale,Oklahoma,Pottawatomie
Alford,Indiana,Pike
Johnstown,Wyoming,Fremont
Roberdel,North Carolina,Richmond
Winkelman,Arizona,Pinal
Ravenna,Texas,Fannin
West Rushville,Ohio,Fairfield
Wolverine,Michigan,Cheboygan
New Site,Mississippi,Prentiss
Cannonville,Utah,Garfield
Optima,Oklahoma,Texas
Beardsley,Minnesota,Big Stone
Iuka,Kansas,Pratt
Goodlow,Texas,Navarro
Weston,Texas,Collin
Lowgap,North Carolina,Surry
Bardolph,Illinois,McDonough
Silver Peak,Nevada,Esmeralda
Iron City,Tennessee,Lawrence
Bagtown,Maryland,Washington
McAllister,Montana,Madison
Peetz,Colorado,Logan
Rush Center,Kansas,Rush
Bath,Illinois,Mason
Gilman,Minnesota,Benton
Copper City,Michigan,Houghton
Parral,Ohio,Tuscarawas
Osage,Minnesota,Becker
Maryhill Estates,Kentucky,Jefferson
Swan Lake,Montana,Lake
Rufus,Oregon,Sherman
Bolivia,North Carolina,Brunswick
Goehner,Nebraska,Seward
Gilboa,Ohio,Putnam
Plumville,Pennsylvania,Indiana
Newburg,West Virginia,Preston
Acosta,Pennsylvania,Somerset
Dickens,Texas,Dickens
Waukeenah,Florida,Jefferson
Bynum,Texas,Hill
Forest City,Illinois,Mason
Nehalem,Oregon,Tillamook
Singer,Louisiana,Beauregard
Santa Cruz,New Mexico,Santa Fe
Vernon,Indiana,Jennings
Tyner,Indiana,Marshall
Fort Laramie,Wyoming,Goshen
Sherrill,Arkansas,Jefferson
Boones Mill,Virginia,Franklin
Oakwood Park,Missouri,Clay
Emerson,Arkansas,Columbia
Watch Hill,Rhode Island,Washington
Stockport,Iowa,Van Buren
Germantown,Kentucky,Bracken
Bluff City,Arkansas,Nevada
Ollie,Iowa,Keokuk
Megargel,Texas,Archer
Avera,Georgia,Jefferson
Elm Hall,Michigan,Gratiot
Kempton,Indiana,Tipton
Geneseo,Kansas,Rice
Montague,Texas,Montague
Koliganek,Alaska,Dillingham
Seaton,Illinois,Mercer
Dillon Beach,California,Marin
Jacob City,Florida,Jackson
Jamestown,Pennsylvania,Cambria
Nebo,Kentucky,Hopkins
Portage,Utah,Box Elder
Panama,Nebraska,Lancaster
Rutledge,Alabama,Crenshaw
Midway,Ohio,Madison
Crossgate,Kentucky,Jefferson
Cashtown,Pennsylvania,Adams
Castalia,North Carolina,Nash
Lake Leelanau,Michigan,Leelanau
Buckhead,Georgia,Morgan
Acequia,Idaho,Minidoka
Surrency,Georgia,Appling
Wheeler,Washington,Grant
Springview,Nebraska,Keya Paha
Manitou,Oklahoma,Tillman
East Fultonham,Ohio,Muskingum
Parkdale,Missouri,Jefferson
New Edinburg,Arkansas,Cleveland
Lindcove,California,Tulare
Penelope,Texas,Hill
Apple Grove,West Virginia,Mason
Greenview,West Virginia,Boone
Ellinger,Texas,Fayette
Agra,Kansas,Phillips
Three Lakes,Michigan,Baraga
Alpha,Michigan,Iron
Bertram,Iowa,Linn
North Lake,Wisconsin,Waukesha
McBride,Michigan,Montcalm
Altmar,New York,Oswego
Lansing,North Carolina,Ashe
Woodman,Wisconsin,Grant
Jordan Hill,Louisiana,Winn
Amador City,California,Amador
Compton,Illinois,Lee
Maurice,Iowa,Sioux
Latah,Washington,Spokane
Broomtown,Alabama,Cherokee
Augusta,Montana,Lewis and Clark
Garfield,Georgia,Emanuel
Florida,Ohio,Henry
Christine,North Dakota,Richland
Kite,Georgia,Johnson
Sadler,Texas,Grayson
Ontario,Indiana,LaGrange
Wabeno,Wisconsin,Forest
Wallins Creek,Kentucky,Harlan
Dalton,Wisconsin,Green Lake
Yancey,Texas,Medina
Widener,Arkansas,St. Francis
Haralson,Georgia,Coweta
Topaz,California,Mono
Heidelberg,Minnesota,Le Sueur
Boulder Junction,Wisconsin,Vilas
Luray,South Carolina,Hampton
Loomis,Michigan,Isabella
Adrian,Oregon,Malheur
Wilsall,Montana,Park
Kempton,Illinois,Ford
Pitkas Point,Alaska,Kusilvak
Greenwald,Minnesota,Stearns
Lodgepole,Nebraska,Cheyenne
Laurel,Iowa,Marshall
Welda,Kansas,Anderson
French Gulch,California,Shasta
Jette,Montana,Lake
Brutus,Michigan,Emmet
Clayton,Washington,Stevens
Packwaukee,Wisconsin,Marquette
St. Francis,Arkansas,Clay
Portersville,Pennsylvania,Butler
St. Michael,Alaska,Nome
Dodge,Wisconsin,Trempealeau
Jacksonboro,South Carolina,Colleton
Talladega Springs,Alabama,Talladega
Rocky Ford,Oklahoma,Cherokee
Granger,Wyoming,Sweetwater
Tustin,Michigan,Osceola
Dateland,Arizona,Yuma
Wildwood,Kentucky,Jefferson
Breaks,Virginia,Buchanan
Harrells,North Carolina,Sampson
Lehigh,Oklahoma,Coal
Rockdale,Wisconsin,Dane
Sinai,South Dakota,Brookings
Dadeville,Missouri,Dade
Lerna,Illinois,Coles
New Haven,Ohio,Hamilton
Ranchette Estates,Texas,Willacy
Hillsboro,New Mexico,Sierra
Summertown,Georgia,Emanuel
Finland,Minnesota,Lake
Marietta,Texas,Cass
Lake Wallenpaupack Estates,Pennsylvania,Pike
Nyona Lake,Indiana,Fulton
Williams,Minnesota,Lake of the Woods
Caledonia,Illinois,Boone
Doddsville,Mississippi,Sunflower
Huetter,Idaho,Kootenai
Calhoun,Illinois,Richland
Hayward,Minnesota,Freeborn
Grace,Mississippi,Issaquena
Kimball,West Virginia,McDowell
Salvo,North Carolina,Dare
Vandervoort,Arkansas,Polk
South Lima,New York,Livingston
Custar,Ohio,Wood
Axson,Georgia,Atkinson
Calumet,Minnesota,Itasca
Fort Peck,Montana,Valley
Pocahontas,Virginia,Tazewell
Cabery,Illinois,Ford
Youngstown,Pennsylvania,Westmoreland
Burton,Texas,Washington
Tracy,Missouri,Platte
East Kingston,New York,Ulster
East Carondelet,Illinois,St. Clair
Bald Eagle,Pennsylvania,Blair
Gene Autry,Oklahoma,Carter
Winn,Michigan,Isabella
Gonvick,Minnesota,Clearwater
Lula,Mississippi,Coahoma
Bethlehem,Mississippi,Marshall
Cedar Point,Illinois,LaSalle
Wixon Valley,Texas,Brazos
Sibley,Illinois,Ford
Twin Bridges,Montana,Madison
Utica,Minnesota,Winona
Midwest,Wyoming,Natrona
Scipio,Indiana,Jennings
Bagley,Iowa,Guthrie
Joice,Iowa,Worth
Farmington,Delaware,Kent
Ridgefield,Illinois,McHenry
Chance,Maryland,Somerset
Chickamaw Beach,Minnesota,Cass
Loachapoka,Alabama,Lee
Lamington,New Jersey,Somerset
Trenton,North Carolina,Jones
Jackson Lake,Colorado,Morgan
Houston,Arkansas,Perry
Bay Center,Washington,Pacific
Washtucna,Washington,Adams
Stickleyville,Virginia,Lee
Yorkana,Pennsylvania,York
